,Unnamed: 0,blue_1_summoner_level,blue_2_summoner_level,blue_3_summoner_level,blue_4_summoner_level,blue_5_summoner_level,blue_kurtosis_summonerlevel,blue_coefficient_of_skewness_summonerlevel,blue_mean_summonerlevel,blue_variance_summonerlevel,blue_std_summonerlevel,blue_median_summonerlevel,blue_1_champ_points,blue_2_champ_points,blue_3_champ_points,blue_4_champ_points,blue_5_champ_points,blue_kurtosis_champpoints,blue_coefficient_of_skewness_champpoints,blue_mean_champpoints,blue_variance_champpoints,blue_std_champpoints,blue_median_champpoints,kills_1,kills_2,kills_3,kills_4,kills_5,damage1,damage2,damage3,damage4,damage5,assist1,assist2,assist3,assist4,assist5,red_1_summoner_level,red_2_summoner_level,red_3_summoner_level,red_4_summoner_level,red_5_summoner_level,red_kurtosis_summonerlevel,red_coefficient_of_skewness_summonerlevel,red_mean_summonerlevel,red_variance_summonerlevel,red_std_summonerlevel,red_median_summonerlevel,red_1_champ_points,red_2_champ_points,red_3_champ_points,red_4_champ_points,red_5_champ_points,red_kurtosis_champpoints,red_coefficient_of_skewness_champpoints,red_mean_champpoints,red_variance_champpoints,red_std_champpoints,red_median_champpoints,kills_1.1,kills_2.1,kills_3.1,kills_4.1,kills_5.1,damage1.1,damage2.1,damage3.1,damage4.1,damage5.1,assist1.1,assist2.1,assist3.1,assist4.1,assist5.1,blue_team_won?
1685,1685,73,752,213,587,519,-1.829665763878579,-0.3200968420601824,428.8,77696.2,278.7403809999549,519,9285,150465,94805,3862,1302291,4.756226186134713,2.169253113418514,312141.6,310132196736.8,556895.1398035361,556895.1398035361,3,3,8,4,2,21604,19915,22677,30378,16060,3,9,4,6,8,773,1094,723,189,330,-1.3645524470316341,0.03352492342235319,621.8,132134.7,363.5033699981336,723,16431,18005,232555,21256,220461,-3.294337636965293,0.6139373796461222,101741.6,12993522503.8,113989.1332706763,113989.1332706763,8,3,10,6,2,29951,12481,24605,30314,7364,15,10,9,9,17,0
1686,1686,54,1035,255,112,396,2.824097857680007,1.649717676484538,370.4,155636.3,394.507667859574,255,43867,0,160062,32492,18020,3.757132217703168,1.860892981764831,50888.2,3994140875.2,63199.21577994461,63199.21577994461,4,12,10,5,11,22413,26786,28664,10905,29797,10,6,5,9,12,213,143,100,58,371,1.141079200644677,1.166713653143893,177.0,15044.5,122.6560230889621,143,15387,145,198451,9289,132012,-1.575269333783663,0.8951940929576929,71056.8,7971922432.2,89285.62276313023,89285.62276313023,4,6,4,4,4,11008,12484,18368,13265,15924,7,3,3,7,7,1
1687,1687,184,602,636,876,313,-1.257956853286942,-0.031433222812471615,522.2,75659.20000000001,275.0621747896283,602,16498,79283,351959,164270,91586,2.084130778767193,1.384756583508997,140719.2,16699069456.7,129224.879402923,129224.879402923,10,7,8,20,4,20078,18295,22641,39263,16651,9,17,14,6,35,644,468,679,213,334,-2.038766434584892,-0.20878602808403018,467.6,39619.3,199.0459745887869,468,2522575,0,97913,291460,121114,4.80726606969203,2.183851274018426,606612.4,1158174024905.3,1076184.939917531,1076184.939917531,5,8,6,3,10,26316,30806,23895,12226,11357,7,14,11,8,8,1
1688,1688,78,148,144,492,437,-2.887142677958662,0.5550046787838647,259.8,36069.2,189.9189300728076,148,344609,61004,380,14339,145544,1.839374009859096,1.461400258256397,113175.2,19955632169.7,141264.405175897,141264.405175897,1,3,3,4,2,3386,14313,7591,9427,6554,0,4,3,4,8,117,583,212,54,711,-2.533314263794089,0.553719459884357,335.4,86123.3,293.4677154305052,212,51633,159051,291460,0,1428051,4.28696911847614,2.044842598051533,386039.0,351777807471.5,593108.5966933037,593108.5966933037,4,8,13,2,1,12087,13596,14526,8603,7837,5,5,5,7,20,0
1689,1689,756,318,804,54,254,-2.468994225443138,0.20794411670298568,437.2,107697.2,328.1725156072641,318,95500,114284,326354,0,489583,-0.9900227823017858,0.7482248668220749,205144.2,39489703973.2,198720.1649888606,198720.1649888606,5,3,6,1,1,19968,16174,22285,13811,4665,4,3,3,3,8,87,590,212,36,168,3.184823651042912,1.703716868966101,218.6,47800.79999999999,218.6339406405144,168,47551,118840,15387,0,417449,3.563205722489775,1.8756323795798011,119845.4,29767467766.3,172532.5122007444,172532.5122007444,7,5,5,8,4,23534,22536,12541,16030,25264,4,7,10,8,12,0
1690,1690,406,433,246,54,464,0.33598519143646927,-1.195071033777115,320.6,29282.8,171.1221785742573,406,1578653,68253,24015,0,50981,4.97173631918575,2.22813225400029,344380.4,476747562370.8,690469.0886424967,690469.0886424967,1,8,4,12,3,6193,17788,20806,25152,9815,15,12,2,9,13,78,452,212,195,664,-0.6305563630697026,0.8144111274862773,320.2,55403.2,235.3788435692554,212,344609,0,80627,12173,163787,1.03082991046117,1.2262560898965371,120239.2,19985778306.2,141371.0660149381,141371.0660149381,2,3,3,4,1,10169,17578,11301,17217,4327,2,9,5,4,6,1
1691,1691,148,612,527,125,62,-2.857351493143905,0.6004470922743362,294.8,64777.7,254.514636121383,148,13082,86454,55304,0,102685,-2.4878207082716273,-0.07733573628152926,51505.0,1996087339.0,44677.59325433723,44677.59325433723,7,14,5,7,1,21624,27079,9577,15876,5635,7,7,11,5,18,198,417,870,212,315,2.982443310873489,1.708446531495851,402.4,76133.3,275.9226340842665,315,113114,58965,145473,15387,5548,-2.213788716950408,0.334213506277442,67697.4,3696723047.3,60800.68295093402,60800.68295093402,0,5,3,0,5,10528,9390,12683,13262,6814,3,5,7,6,6,1
1692,1692,463,290,212,246,871,2.425725458903644,1.628811310200613,416.4,73906.3,271.8571315967267,290,1092659,289478,80627,51506,0,3.777208533808412,1.937084811006567,302854.0,207063014337.5,455041.7720797729,455041.7720797729,0,7,4,10,5,8704,15772,13165,21588,5376,11,9,7,8,6,98,173,111,500,116,4.403523499036385,2.086137336542247,199.6,29027.3,170.3740003639053,116,0,79477,153191,299707,252544,-1.692259372294318,-0.1252313181290079,156983.8,15041816620.7,122645.0839646661,122645.0839646661,3,2,2,1,2,13250,7500,10709,9949,7575,1,3,2,2,3,1
1693,1693,462,482,212,50,37,-3.003197493939409,0.2116679031225991,248.6,46392.8,215.3898790565611,212,1092659,55278,291460,0,68186,3.749601963247036,1.9332251541705512,301516.6,207999077345.8,456069.158511952,456069.158511952,3,5,6,11,1,17904,20159,21346,35788,6147,7,8,8,5,17,56,94,477,586,446,-2.853424786468361,-0.40287581490280705,331.8,57839.2,240.4978170379099,446,40202,43831,2103078,74999,58415,4.995498302257991,2.23481616349981,464105.0,839636084637.5,916316.585377292,916316.585377292,1,1,1,7,0,19855,12311,13157,13361,2878,2,7,2,1,7,1
1694,1694,42,446,725,212,36,-0.6481638305796427,0.8482899837935071,292.2,86410.2,293.956119174274,212,132720,70798,2379292,27350,18198,4.961511463174237,2.225508382482244,525671.6,1075770852734.8,1037193.739247784,1037193.739247784,10,21,4,6,4,35899,57918,34680,21466,8182,13,12,12,22,24,178,68,384,728,79,0.9381913074834268,1.2838339353589001,287.4,76748.8,277.0357377668087,178,787499,31508,215909,60863,27221,3.795017929625915,1.9482327889131552,224600.0,104995903239.0,324030.7134192683,324030.7134192683,7,3,13,2,2,18912,12976,43450,19453,8662,0,5,3,9,12,1
1695,1695,77,121,212,374,334,-2.500467539168141,0.09914433213131069,223.6,16740.3,129.3843112591322,212,344609,334749,15387,0,69052,-3.207371846985803,0.5143236797678651,152759.4,29785005728.3,172583.329809979,172583.329809979,13,3,2,7,3,28173,15484,9487,15424,5748,5,7,9,4,14,560,302,217,484,312,-1.869464139554902,0.4452414931673276,375.0,20092.0,141.7462521550394,312,33682,349625,41056,157868,85259,2.16540423022278,1.539165680894603,133498.0,17035133842.5,130518.7106988879,130518.7106988879,1,1,4,3,4,7536,8343,15583,24463,13214,2,8,3,4,7,1
1696,1696,44,337,212,357,723,1.5722102614374251,0.854873647816609,334.6,62710.3,250.4202467852789,337,1885,93446,94805,67144,250836,2.613910764707727,1.243117228861802,101623.2,8378584476.699999,91534.60808186157,91534.60808186157,10,14,8,4,2,20801,31211,10587,15780,4737,4,10,4,14,11,71,258,152,123,526,2.259039368017991,1.53101767684733,226.0,32783.5,181.0621440279552,152,101434,1360602,154220,18561,14998,4.794096457966425,2.179550261959997,329963.0,335375502760.0,579116.1392674184,579116.1392674184,1,6,1,12,0,11460,15889,12682,18428,4630,1,8,5,1,11,1
1697,1697,162,470,212,608,252,-1.5514294459934952,0.7692509803171591,340.8,36133.2,190.0873483428079,252,867601,297458,80627,0,64721,2.965844897444846,1.750419824964002,262081.4,127117244201.3,356535.0532574602,356535.0532574602,2,3,4,7,4,6100,10007,9233,15700,19254,1,4,5,6,10,142,541,665,132,698,-3.127032025365001,-0.4225612331201364,435.6,77740.3,278.819475646878,541,72197,432413,21041,12275,0,4.534134973820924,2.116851596614952,107585.2,33728483097.2,183653.1597800593,183653.1597800593,0,3,2,1,0,9732,4859,18605,6800,7730,0,1,0,1,1,1
1698,1698,388,239,41,349,414,1.27332379686751,-1.346797807216155,286.2,23247.7,152.4719646361258,349,979888,66746,28020,196378,506982,0.6782417583535647,1.226746319897469,355602.8,157187237957.2,396468.4577077979,396468.4577077979,1,3,3,0,1,14295,5616,10963,9400,4273,3,1,2,3,5,611,433,212,42,860,-1.047047885912454,0.18243082593759088,431.6,103931.3,322.3837775074918,433,2314323,524870,75046,4074,0,3.976140463767077,1.990087728390213,583662.6,983479452906.7998,991705.3256420477,991705.3256420477,2,6,4,8,4,13455,18309,11199,19735,8969,1,4,4,6,9,0
1699,1699,478,608,168,125,432,-2.337655512712439,-0.1823901608268452,362.2,43169.2,207.7719904125674,432,181750,0,3841,28431,61488,2.863561939755646,1.694561597135992,55102.0,5613939916.5,74926.22982974653,74926.22982974653,6,12,3,6,3,34774,19878,16619,20596,12227,13,6,9,9,18,903,98,212,218,247,4.441630754531694,2.055225532996101,335.6,103838.3,322.239507199226,218,204390,315,291460,150932,243500,1.408323861589633,-1.153389691811965,178119.4,12541104566.8,111987.0732129383,111987.0732129383,3,10,6,4,7,10020,20521,18639,23768,11753,13,10,8,8,8,1
1700,1700,66,371,212,463,58,-2.32836396775333,0.3080383811242825,234.0,32723.5,180.8963791787995,212,94018,885596,94805,7619,223172,4.075849870503207,1.9881369971733522,261042.0,127814202372.5,357511.1220262945,357511.1220262945,8,12,8,3,1,21737,36264,29875,19347,7213,9,10,8,14,17,266,207,1109,495,579,1.690774444636352,1.2726387328272,531.2,128221.2,358.079879356548,495,14193,63029,392113,298494,115220,-2.022796570030128,0.5773327936651769,176609.8,26086477503.7,161513.0877164448,161513.0877164448,5,2,3,6,2,28475,14399,20330,30155,8053,5,6,12,7,12,1
1701,1701,772,162,42,41,319,2.238434851252533,1.546564122006865,267.2,92613.7,304.3249907582353,162,375726,324541,0,55763,180769,-2.481408882810944,0.03906891862965278,187359.8,26691339501.7,163374.8435399404,163374.8435399404,10,12,7,4,2,33493,45761,22280,23814,7391,10,9,6,10,21,525,223,211,48,654,-1.831233648771053,0.3898383901978591,332.2,62027.7,249.0536086869652,223,25094,14035,15387,0,70808,3.128795519538137,1.62845648522068,25064.8,734000424.6999999,27092.44220626852,27092.44220626852,2,6,10,6,3,19603,27221,26183,25872,7921,4,17,8,11,19,1
1702,1702,571,590,211,668,453,1.617738651457746,-1.3154713249280299,498.6,31771.3,178.2450560324185,571,922347,110486,15387,525318,120165,-0.07965742799462029,1.125817293933156,338740.6,144960140570.3,380736.3137005715,380736.3137005715,5,5,3,8,1,23880,22448,20293,30240,6636,7,10,10,5,15,500,199,801,468,845,-1.151765909337651,-0.2919229190572804,562.6,70414.3,265.356929436561,500,203786,50946,869934,102062,1910652,1.43771455365969,1.451484296132617,627476.0,623321614284.0,789507.1971071574,789507.1971071574,3,4,7,4,2,21057,17453,30210,16895,14971,5,9,5,2,12,1
1703,1703,78,469,211,306,191,0.6611296408141119,0.6737327080933446,251.0,21419.5,146.354022835042,211,41841,432689,80627,76607,16275,4.543764234948062,2.102562110803986,129607.8,29403438025.2,171474.3071868203,171474.3071868203,5,14,3,4,0,18634,13689,17769,14070,3467,13,7,10,4,14,71,851,441,236,378,1.449534813806165,0.9469775510691864,395.4,85149.29999999999,291.8035297935924,378,101434,1872006,908789,235200,55044,1.027931944993625,1.362147370509947,634494.6,596506165425.7999,772338.1159995925,772338.1159995925,1,6,3,15,2,11998,16379,17548,36566,12700,6,9,12,5,13,0
1704,1704,251,851,211,236,191,4.868101107260367,2.198849876800031,348.0,79595.0,282.1258584391016,236,147488,1872006,80627,235200,15927,4.787295501131389,2.177145854657117,470249.6,620639791284.2999,787806.9505178918,787806.9505178918,5,15,3,10,1,15728,33172,13888,17567,7020,14,13,13,6,17,299,52,384,312,91,-2.683724449569755,-0.4180393244207497,227.6,21544.3,146.7797669980437,299,743203,8157,0,374040,0,0.2917002557472568,1.253445667136473,225080.0,109754531364.5,331292.2144640589,331292.2144640589,2,1,1,12,0,17155,14782,21620,28900,5301,3,6,4,0,14,1
1705,1705,709,106,211,302,395,1.441796287347991,1.109439703818835,344.6,52980.30000000001,230.1744990219377,302,106236,267626,80627,26553,46969,3.0771738405279,1.6889200435652572,105602.2,9140625561.699999,95606.61881742287,95606.61881742287,9,4,6,1,0,25451,11256,13105,9755,5005,8,10,6,8,13,51,418,808,57,356,0.1775825905326105,0.8040497403866713,338.0,97238.5,311.8308836533033,356,581,33926,0,33003,0,-3.323688130438256,0.6092734583157116,13502.0,332247256.5,18227.6508771701,18227.6508771701,2,1,5,1,1,7184,4273,15082,9475,3289,3,6,1,2,4,1
1706,1706,480,102,121,411,499,-3.162388951101458,-0.4928385978465355,322.6,38253.3,195.5845085889984,411,39913,22814,420407,227795,126516,0.48477834140975057,1.076677687770451,167489.0,26622401622.5,163163.7264299268,163163.7264299268,3,5,9,10,3,14474,16525,24590,28548,9235,4,8,7,9,16,281,506,211,70,525,-1.977978121848472,-0.07212775164680564,318.6,38128.3,195.264692148888,281,120557,30528,75046,6046,62365,-0.1966992752776555,0.3370707651465757,58908.4,1918200134.3,43797.26172148209,43797.26172148209,12,1,9,6,5,24578,12585,21659,20775,18922,6,16,9,16,12,0
1707,1707,38,310,211,382,69,-2.35511913361656,0.04147477851395933,202.0,22182.5,148.9379065248334,211,46053,1082334,15387,790565,10517,-2.276731789267045,0.7874852672792687,388971.2,260603795125.2,510493.6778503726,510493.6778503726,1,2,5,12,1,2931,8469,13285,21565,7878,11,6,4,4,12,536,67,839,122,190,-0.7049852806171542,0.984890030429486,350.8,107846.7,328.4002131546202,190,181058,1940,109421,0,123417,-2.227680770370009,-0.0739349773400912,83167.2,6351639578.7,79697.17422029466,79697.17422029466,6,8,7,15,3,11449,11851,15882,23560,11691,4,12,8,6,25,0
1708,1708,578,545,481,68,423,3.368181327687788,-1.786886187307199,419.0,42054.5,205.0719385971664,481,0,26548,525839,20176,100832,4.38218068551385,2.080101723493852,134679.0,49273362055.0,221976.03937137,221976.03937137,8,5,5,9,3,29241,20500,23997,28173,7124,9,10,12,6,10,92,370,211,633,163,0.8703078553384724,1.186340511536198,293.8,46387.7,215.3780397347882,211,432757,885596,75046,0,596418,-1.573903197409591,0.2270802997206638,397963.4,135257722601.8,367774.0102315551,367774.0102315551,5,6,5,15,1,22046,20846,16247,34126,6077,10,11,9,7,30,0
1709,1709,400,85,211,475,251,-1.24568173966133,0.01211911304289295,284.4,23988.8,154.8831817854992,251,78279,128882,291460,162814,35234,1.065094534162446,0.9654443390360936,139333.8,9591849401.2,97937.987528844,97937.987528844,3,5,6,15,0,13967,21672,15991,35678,10115,11,15,10,5,16,740,527,613,535,73,3.147186827117986,-1.574566068948708,497.6,63655.8,252.3010106995214,535,235104,0,0,0,66061,3.319107841382209,1.850171386724444,60233.0,10374468773.0,101855.1362131532,101855.1362131532,2,10,5,6,2,22420,26635,31012,31545,8754,4,4,11,11,15,1
1710,1710,808,410,359,43,113,0.5848324294667453,0.8773060066004557,346.6,90951.3,301.5813323135237,359,157727,1574983,56462,3138,214926,4.687960385348738,2.14854831525257,401447.2,437260243710.7001,661256.564209914,661256.564209914,0,3,17,4,1,6415,9989,32623,9324,3409,1,11,4,6,15,153,481,218,59,450,-2.54848195855908,0.2072071859612906,272.2,34452.7,185.6143852183876,218,44194,270143,95904,23426,281136,-3.084328592585212,0.4193052412328571,142960.6,15381372377.8,124021.6609217922,124021.6609217922,1,1,2,6,0,8366,7539,6413,13013,3503,0,2,1,2,5,1
1711,1711,153,152,73,59,861,4.674228633439187,2.144277795988492,259.6,114920.8,338.9997050146209,152,88182,66443,257569,29999,1910652,4.758787543522937,2.173231834403566,470569.0,655711903358.5,809760.3987344034,809760.3987344034,2,4,1,0,1,17006,12437,10064,12290,7441,5,0,2,0,2,203,223,359,170,276,0.4064458551836267,0.9576259488798058,246.2,5455.7,73.86271048370754,223,6217,81577,114616,5604,51291,-1.837112418985497,0.3073452746386639,51861.0,2261160091.5,47551.65708469054,47551.65708469054,4,13,6,5,4,15796,16363,22435,23626,9666,3,7,12,11,17,0
1712,1712,474,394,410,59,98,-3.007107666829714,-0.519042213218317,287.0,37313.0,193.1657319505714,394,113111,67599,1574983,3993,39090,4.930922337488186,2.216873846517111,359755.2,463090031481.2001,680507.1869430918,680507.1869430918,8,9,11,6,1,15429,33899,20389,20729,7845,8,21,10,23,23,113,90,82,42,181,1.5226057639846982,0.8706880127069927,101.6,2626.3,51.24743896040074,90,214926,19775,237463,16557,101662,-2.900069971513499,0.2210712716409036,118076.6,10967947906.3,104727.9709834006,104727.9709834006,0,3,12,4,2,7300,19216,28715,14943,4788,10,9,2,4,8,1
1713,1713,508,308,685,558,386,-0.8917772141156322,0.1096039053853296,489.0,21727.0,147.4008141090137,508,18317,349625,205200,131122,9532,-0.5075845058425834,0.7066487212305954,142759.2,20015771274.7,141477.1051255291,141477.1051255291,15,2,5,14,5,29514,11337,18568,19267,19108,5,25,18,10,19,113,154,120,59,716,4.699269272334989,2.147873962847817,232.4,74243.3,272.4762374960429,120,214926,37172,153191,19156,363253,-0.4300244472266161,0.6721555703531493,157539.6,19817123011.3,140773.3036171987,140773.3036171987,2,6,4,3,6,5791,18091,31540,15728,18243,12,5,12,8,14,1
1714,1714,278,263,59,170,764,3.224577547048877,1.641982972348993,306.8,72974.7,270.138297914235,263,99095,1360602,17542,120092,30620,4.887068667315258,2.204543276197666,325590.2,336670031094.2,580232.738730072,580232.738730072,2,12,4,19,3,15041,16535,17382,27600,8587,9,16,21,7,19,202,487,495,69,341,-1.668531461025577,-0.46195969310134527,318.8,33968.2,184.3046391168709,341,39131,272948,27777,13008,435777,-1.030150045378663,0.9998330865609896,157728.2,35620821002.7,188734.790122807,188734.790122807,5,2,10,4,1,17060,10293,20114,11278,8659,4,8,5,4,15,1
1715,1715,615,80,262,59,668,-2.970264832560974,0.3266602153677868,336.8,83950.7,289.7424718607888,262,590982,7767,35560,23426,17123,4.968591819582915,2.227330724578079,134971.6,65084968696.30001,255117.5585809413,255117.5585809413,4,5,7,9,3,13288,9702,12632,12775,7717,7,7,1,4,14,423,104,811,146,1276,-0.676297493361365,0.8256499664229269,552.0,243359.5,493.3148082107408,423,121462,11217,163447,37678,2413930,4.930451634141127,2.2166926727522362,549546.8,1090015752493.7,1044038.194940061,1044038.194940061,1,1,1,4,2,9905,5620,12279,6406,7099,1,3,1,1,3,1
1716,1716,259,371,58,665,537,-0.7981069529275544,-0.2132413617270262,378.0,56065.0,236.7804890610711,371,43638,34060,17542,2316179,36618,4.998248568997063,2.235576065106592,489607.4,1042705271924.8,1021129.409979362,1021129.409979362,4,15,3,11,3,15473,27843,10896,18573,10026,6,7,11,10,17,586,255,82,639,716,-1.90314656469331,-0.6993282885420193,455.6,74566.3,273.0683064729409,586,23364,227538,237463,393060,363253,0.7700728695979658,-0.9365663849309424,248935.6,21328083795.3,146041.3769974113,146041.3769974113,1,8,15,4,1,17087,17136,32629,9466,9212,6,3,5,5,9,1
1717,1717,847,197,602,785,713,2.628335678466108,-1.594689299022667,628.8,66567.2,258.006201475856,713,845716,237435,121829,1043331,26801,-2.584425452657987,0.5945511901754101,455022.4,210121045943.8,458389.6224215814,458389.6224215814,4,9,6,6,2,6455,18076,16053,17487,6946,1,8,2,11,16,86,255,479,146,58,1.282758444821592,1.310488202985004,204.8,29206.7,170.899678174068,146,344609,124169,13759,368289,23426,-3.037595326662786,0.3589648300036745,174850.4,29421216654.8,171526.1398586233,171526.1398586233,2,2,1,8,3,12066,12560,6382,18577,9161,2,5,2,2,1,1
1718,1718,124,80,593,59,248,2.746621816368979,1.6942253195767,220.8,48661.7,220.5939709058251,124,487687,360550,3499010,33762,211497,4.733342517958771,2.1599250233282072,918501.2,2109638618553.7,1452459.506682957,1452459.506682957,5,7,9,14,1,16197,19916,16953,36583,5743,16,8,10,13,25,69,602,35,58,540,-3.163062140268602,0.627069211894411,260.8,80817.7,284.2845405575196,69,244512,156795,33686,17542,19843,-1.040969146842812,0.9922560464484868,94475.6,10394702050.3,101954.4116274524,101954.4116274524,15,5,5,3,11,13876,21278,21666,16835,22090,8,12,14,23,14,1
1719,1719,222,175,758,58,113,4.076414169847924,1.969722835929291,265.2,79737.70000000001,282.3786465014662,175,44422,192652,184705,23426,286503,-1.868133337283267,-0.001999203083506071,146341.6,12189367811.3,110405.4700243606,110405.4700243606,9,6,10,9,3,36453,18506,29276,20600,19939,5,8,7,5,11,124,347,514,84,110,-0.8900137102757295,1.00721411822977,235.8,35282.2,187.8355663871994,124,359031,119217,1041713,322976,145248,3.49082696475557,1.8068155318697032,397637.0,140779121413.5,375205.4389444535,375205.4389444535,7,14,14,2,0,22717,27920,34977,35434,15684,6,8,7,12,22,0
1720,1720,509,398,398,294,396,2.012085761694875,0.1641950863876332,399.0,5784.0,76.05261336732617,398,13616,30774,53520,12473,13142,1.202481730071662,1.423706758980401,24705.0,318356925.0,17842.55937358764,17842.55937358764,8,13,2,14,9,24918,33970,15256,19961,24751,27,26,35,16,23,108,58,515,507,271,-2.883653124447005,0.08743339069271974,291.8,46251.7,215.0620840594641,271,27726,1814,24561,125325,941,3.868836056351279,1.916329080646765,36073.4,2644013640.300001,51419.97316510385,51419.97316510385,13,14,6,8,3,17751,18510,17839,22933,17144,14,15,21,16,32,1
1721,1721,714,299,494,41,373,0.5607896889479882,-0.1051476067485823,384.2,61498.7,247.9893142859184,373,65310,56423,12717,7061,132012,0.5827449045303671,0.9195788467321594,54704.6,2531183169.3,50310.86532052494,50310.86532052494,8,10,2,9,1,22171,20128,11435,19253,15799,7,5,11,10,13,157,210,500,58,618,-2.194313908408738,0.5040932864126569,308.6,56966.8,238.6771878500331,210,2098317,45222,147886,23426,384922,4.453546567486319,2.095938805501049,539954.6,779452101005.7998,882865.8454180906,882865.8454180906,6,5,4,23,1,11733,16103,19976,32021,6927,3,20,7,5,18,0
1722,1722,563,254,487,41,481,-0.3135813810624661,-1.021433052154117,365.2,46210.2,214.9655786399302,481,226484,227538,199970,16557,19161,-3.2765265989321968,-0.5645968720346707,137942.0,12139461487.5,110179.2243914432,110179.2243914432,7,14,7,5,2,32554,46430,23800,15178,7786,9,12,6,5,13,520,598,648,58,74,-3.176277065157793,-0.5005608260259957,379.6,84066.79999999999,289.9427529703062,520,72861,27666,137033,19156,3972,0.7120338996075812,1.216451549065253,52137.6,2910814604.299999,53951.96571303032,53951.96571303032,6,11,5,10,4,19743,24425,31174,29827,8193,8,14,14,13,17,0
1723,1723,507,598,500,41,51,-3.159689097889662,-0.513190179176373,339.4,73243.3,270.6349940417905,500,1491,27666,208498,7061,15513,4.746371650527689,2.167102115939401,52045.8,7746432760.700002,88013.8214185704,88013.8214185704,1,12,6,7,2,14865,19529,20214,14468,12979,7,3,5,6,18,487,384,54,58,315,-2.576831368539874,-0.1685049808657762,259.6,38292.3,195.6841843379275,315,1165990,3826,100022,29999,1625663,-2.144868292870432,0.8029938581288644,585100.0,575380449607.5,758538.3639655281,758538.3639655281,5,1,3,1,0,14472,6910,8683,10799,6940,1,4,4,2,7,1
1724,1724,612,82,537,58,166,-2.9542287011043733,0.5535776426358789,291.0,69288.0,263.2261385197147,166,40708,225313,57359,23426,0,3.950366108570122,1.924473270393985,69361.2,8051760315.7,89731.60154427201,89731.60154427201,5,14,14,17,1,28583,44095,49198,45850,16081,12,13,11,15,38,506,196,544,547,387,1.202680970105225,-1.380025239193549,436.0,22221.5,149.068776073328,506,79466,108639,1944758,374319,27016,4.43150138115031,2.093169732278051,506839.6,664153408354.2999,814956.077561423,814956.077561423,4,7,3,18,3,37258,34842,42563,49790,20459,8,11,17,8,17,1
1725,1725,58,82,1115,441,644,-0.3028022471499892,0.7429531777581753,468.0,191852.5,438.0097030888699,441,7771,225313,392113,29753,1233950,3.101212898439721,1.732962949059227,377780.0,253627035672.0,503613.9748577277,503613.9748577277,3,11,3,5,3,20193,25562,11709,26157,8650,14,9,12,9,17,578,384,544,56,439,2.390710193745043,-1.4944587126299331,400.2,43133.2,207.685338914426,439,982974,4990,1944758,25974,288582,0.5430017856678742,1.226274311724441,649455.6,680834450220.7999,825126.9297634152,825126.9297634152,9,3,7,11,1,22941,11176,19208,28978,5631,7,18,11,7,24,0
1726,1726,123,384,48,58,816,1.459166637540191,1.445046646591628,285.8,106425.2,326.2287540974891,123,359031,885596,3437,17542,152155,1.996268887472292,1.497064129020302,283552.2,133661240577.7,365597.101435036,365597.101435036,14,15,6,8,1,38313,30990,20026,19066,10264,14,12,15,23,27,621,284,53,56,60,1.698633200863677,1.521528119669867,214.8,61286.7,247.5615075087401,60,320020,61462,100022,25974,1273,3.358402213419748,1.7825974707936192,101750.2,16276382883.2,127578.928053186,127578.928053186,3,8,11,3,0,19960,24078,27725,20625,7480,6,9,10,7,8,1
1727,1727,637,408,58,56,384,-1.672648430644172,0.13257729640221802,308.6,62504.8,250.0095998156871,384,3285647,1574983,17542,25974,885596,0.8176986861554578,1.127690769459025,1157948.4,1839271954810.3,1356197.609056401,1356197.609056401,8,7,0,7,11,20808,17648,11179,20248,20420,7,7,23,9,7,273,131,593,79,816,-1.647250982029294,0.6670189307925843,378.4,99875.79999999999,316.0313275610505,273,754200,6731,149311,3630,445258,-0.5859929328628484,0.9515880478518712,271826.0,104994428291.5,324028.4374734724,324028.4374734724,6,5,4,0,4,12659,17324,26299,20128,8082,2,9,7,9,7,1
1728,1728,251,642,358,58,439,0.2897297918445378,-0.001584372862677804,349.6,47078.3,216.9753442214115,358,617484,245745,157743,29999,145544,2.992074343068433,1.595331021649444,239303.0,50578329055.5,224896.2628757979,224896.2628757979,3,8,7,3,1,16124,20449,15646,12276,8763,5,8,7,9,15,405,270,222,520,713,-0.6021613314604339,0.6486745667759087,426.0,39399.5,198.4930729269916,405,689180,121724,26298,52862,384637,0.1100847702031338,1.152609568259214,254940.2,79061218578.2,281178.2683249188,281178.2683249188,0,19,10,12,0,8727,27305,17469,21927,4942,6,8,11,12,12,0
1729,1729,636,810,217,40,661,-2.08976998480551,-0.5758082325563998,472.8,107126.7,327.30215398008,636,69626,865360,80627,16557,14566,4.866976136521954,2.198929570857745,209347.2,135387868617.7,367950.9051730951,367950.9051730951,6,14,3,7,1,23073,30212,9248,23418,14200,8,16,12,8,15,444,358,1115,58,275,2.920721587673656,1.499948930564278,450.0,158753.5,398.438828429158,358,178024,98914,319812,3993,51291,0.4299492964915856,0.9550218602273992,130406.8,15343320653.7,123868.1583527421,123868.1583527421,2,4,6,1,5,17279,13569,24760,26893,12563,3,4,8,11,8,1
